-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-1.015,-5,-2.33
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
-0.291,-5,-0.566
