-0.226287,0.496,-1.87521,958.465
0.691572,0.496,-1.96262,941.54
-0.288716,0.496,-1.69857,947.946
-0.169677,0.496,-2.93603,835.619
-0.169889,0.496,-1.69806,953.534
0.103225,0.496,-1.80863,971.164
-0.204263,0.496,-1.78695,952.657
-0.11658,0.496,-1.65302,965.767
0.00788279,0.496,-1.72229,957.841
0.110377,0.496,-1.98084,953.264
-0.00148073,0.496,-1.88456,959.468
-0.66732,0.496,-2.11593,944.831
-0.0204193,0.496,-1.97844,927.619
-0.0118637,0.496,-2.04907,956.351
0.137394,0.496,-1.57436,957.268
-0.172035,0.496,-1.69205,959.42
0.0204586,0.496,-1.86653,970.883
0.0486521,0.496,-1.80758,958.316
-0.525193,0.496,-2.25007,904.069
-0.00929027,0.496,-1.82816,949.634
-0.0341917,0.496,-1.97344,949.475
-0.0167161,0.496,-1.62294,948.332
-0.0225072,0.496,-1.84427,967.362
0.223524,0.496,-2.01184,959.204
0.0143975,0.496,-1.97119,952.989
-0.0973083,0.496,-2.04043,952.442
-0.179941,0.496,-2.00612,956.866
-0.197232,0.496,-2.14741,957.731
0.015706,0.496,-1.79575,935.645
-0.0725846,0.496,-1.85569,965.035
0.0198918,0.496,-1.83745,955.994
0.0622432,0.496,-2.06082,935.275
0.11358,0.496,-2.10154,955.199
-0.110907,0.496,-1.76563,954.114
-0.143515,0.496,-1.91216,919.133
0.305634,0.496,-3.35093,235.895
0.0531838,0.496,-2.06816,807.603
0.0811005,0.496,-2.59983,928.356
-0.236963,0.496,-1.61155,956.059
-0.0456225,0.496,-1.96935,936.049
0.116509,0.496,-1.7941,960.039
-0.0355764,0.496,-1.90474,956.043
-0.335879,0.496,-1.88266,963.31
0.0280193,0.496,-1.98382,949.492
0.190775,0.496,-1.7107,946.47
0.187226,0.496,-1.98804,963.294
-0.0520058,0.496,-1.87692,906.655
0.395548,0.496,-1.4665,909.034
-0.160001,0.496,-2.01854,950.763
0.0810921,0.496,-2.1008,948.477
-1.7346,0.496,-4.6569,948.646
-1.73555,0.496,-4.65972,931.387
0.0477662,0.496,-1.98404,965.528
-0.196171,0.496,-1.70245,951.47
-0.196107,0.496,-1.88687,893.785
-0.263629,0.496,-1.55933,937.542
0.0335227,0.496,-1.74374,961.558
-0.873315,0.496,-1.91717,651.9
0.16842,0.496,-1.81197,959.859
-0.0792532,0.496,-1.68907,955.756
-0.0879117,0.496,-2.03396,962.857
-0.169188,0.496,-1.89984,936.023
-0.191183,0.496,-1.92311,965.162
-0.108237,0.496,-1.85791,969.319
0.168355,0.496,-2.03751,955.801
-0.286123,0.496,-1.95573,948.918
0.0504868,0.496,-2.4278,875.476
0.051844,0.496,-1.94686,960.641
1.57885,0.496,-1.14817,938.841
0.171384,0.496,-1.88788,962.339
-0.0479101,0.496,-1.9813,955.721
0.196538,0.496,-1.4963,938.919
0.0654738,0.496,-1.89304,955.608
-0.0600358,0.496,-1.71803,940.1
0.317221,0.496,-1.28283,951.841
-0.00189521,0.496,-2.03628,956.003
-0.201629,0.496,-1.98486,966.027
-0.312157,0.496,-2.0718,937.113
-0.118823,0.496,-2.71391,780.864
0.166995,0.496,-1.86748,965.178
0.117371,0.496,-1.90971,884.937
-0.0736969,0.496,-1.87233,963.134
-0.0677802,0.496,-1.97217,923.501
-0.248312,0.496,-1.62975,880.203
-0.281407,0.496,-1.73519,948.229
-0.16815,0.496,-1.73241,950.732
-0.052169,0.496,-2.15812,964.084
0.170068,0.496,-1.70964,942.939
0.318139,0.496,-2.12188,961.147
0.0661701,0.496,-1.82408,962.781
0.0920042,0.496,-1.7907,961.103
0.132897,0.496,-1.91745,954.926
0.0241822,0.496,-1.58525,927.782
-0.14958,0.496,-1.98642,957.136
0.161881,0.496,-1.76542,954.429
0.0700981,0.496,-2.00139,950.345
-0.0529349,0.496,-1.72483,914.21
0.00399648,0.496,-1.71952,953.678
-0.129679,0.496,-1.94736,930.865
-0.0562839,0.496,-1.86091,952.528
0.336496,0.496,-2.10149,916.927
0.434724,0.496,-1.92736,503.919
0.152886,0.496,-2.38376,954.641
0.175783,0.496,-1.86829,656.132
0.043097,0.496,-1.78757,961.116
0.0940486,0.496,-2.02316,964.322
-0.0605758,0.496,-1.83495,954.627
-0.179207,0.496,-1.9415,951.737
-0.16671,0.496,-1.54382,946.223
-0.16099,0.516,-1.54784,740.179
0.129042,0.496,-2.07056,950.948
-0.222367,0.496,-1.53248,961.556
-0.078485,0.496,-1.8098,954.564
0.126369,0.496,-1.854,955.137
0.368278,0.496,-1.81695,950.424
-1.25595,0.496,-2.08441,620.51
-1.9699,0.496,-1.63089,320.564
-0.205857,0.496,-1.84079,947.517
-0.656536,0.496,-1.58212,935.454
0.061318,0.496,-1.69974,970.493
-0.00417178,0.496,-1.94265,949.571
0.0245386,0.496,-1.75121,934.267
-0.177567,0.496,-1.91847,960.9
-0.0247638,0.496,-1.88781,953.397
-0.437381,0.496,-2.05407,953.745
-0.0499288,0.496,-1.96411,956.355
0.0319253,0.496,-1.76959,965.477
0.0706733,0.496,-1.87796,954.391
0.0432291,0.496,-1.88115,955.901
0.254999,0.496,-1.90737,970.559
-0.020801,0.496,-1.76666,938.032
-0.213194,0.496,-2.17907,956.32
0.382822,0.496,-2.14126,953.982
0.0962136,0.496,-1.96974,946.203
-0.136415,0.496,-1.83346,954.253
-0.443875,0.496,-1.6158,930.383
0.353795,0.496,-2.00446,956.898
-0.205843,0.496,-1.98442,962.115
-0.198347,0.496,-1.93608,718.433
0.12147,0.496,-1.62843,961.777
0.00634444,0.496,-1.79456,963.144
-0.0752228,0.496,-1.99847,961.541
0.29905,0.496,-1.91422,955.462
0.241862,0.496,-1.93988,957.53
-0.118782,0.496,-1.84123,949.079
-0.152356,0.496,-1.96786,945.542
0.0192621,0.496,-1.67319,960.807
-0.0338,0.496,-1.95921,966.852
-0.0841799,0.496,-1.83627,953.815
0.246021,0.496,-1.83001,919.856
0.135256,0.496,-1.7809,965.656
0.20017,0.496,-1.99409,954.714
0.103139,0.496,-1.96173,919.499
-0.210217,0.496,-1.79484,960.403
0.0921331,0.496,-1.52231,959.542
-0.00463877,0.496,-1.92014,926.2
-0.260163,0.496,-2.18593,521.918
0.207633,0.496,-1.94187,968.363
-0.00235721,0.496,-1.81344,964.726
0.14051,0.496,-1.96945,927.318
