0.412086,0.46,-0.0421071,0.0861224
0.326022,0.46,-1.00027,0.41413
0.0731723,0.46,-0.354426,0.414682
0.0507459,0.46,-0.162693,0.493597
0.110253,0.46,-0.461473,0.0212064
0.0236935,0.46,-0.0836201,0.470557
-1.34997,0.46,-0.535931,0.413669
0.122242,0.46,0.0312844,0.2816
-0.478197,0.46,-0.509304,0.363555
0.208979,0.46,-0.212614,0.484591
0.0310637,0.46,-0.0831846,0.411366
0.0158085,0.46,0.178466,0.305957
-0.107735,0.46,0.403442,0.0487152
-0.105651,0.46,-0.0579067,0.452563
-0.0677607,0.46,0.146339,0.479625
-0.0290496,0.46,-0.512438,0.370345
-0.220725,0.46,-1.42228,0.31831
0.480152,0.46,-1.60278,0.142433
0.264412,0.46,-0.326187,0.196651
0.3613,0.46,-0.119644,0.457017
0.214656,0.46,0.00464261,0.578584
-0.0472801,0.46,0.313129,0.491463
0.0988486,0.46,0.0980149,0.597721
-0.905471,0.46,1.53447,0.34151
0.210199,0.46,-0.550398,0.556433
-3.76896,0.46,2.50335,0.309864
0.132775,0.46,0.188847,0.519065
0.21392,0.46,0.194681,0.178656
0.311374,0.46,-0.315464,0.329161
0.107167,0.46,-0.147701,0.450549
0.27534,0.46,0.115392,0.0094613
0.70699,0.46,0.172493,0.222907
1.42699,0.46,0.985074,0.134206
0.241396,0.46,-0.103132,0.284358
-0.492484,0.46,-0.617727,0.149532
0.330085,0.46,-0.224295,0.518968
-0.026554,0.46,-0.204814,0.402875
-0.190303,0.46,-0.499677,0.443211
-1.10893,0.46,-0.569926,0.243344
-3.1817,0.46,-1.10332,0.182103
-0.235159,0.46,0.379458,0.425445
-3.26926,0.46,-1.94236,0.223536
-3.87378,0.46,-4.52944,0.156981
-0.0633973,0.46,-0.0860335,0.468569
-0.300399,0.46,-0.457677,0.396086
0.206117,0.46,-0.410214,0.375917
-0.0997682,0.46,0.404262,0.453645
-0.64758,0.46,-1.54229,0.417928
-1.07301,0.46,-0.0484802,0.452089
0.164208,0.46,0.239955,0.401759
